true_code,text,predicted_code,similarity_score,predicted,in_top_5
I5042,Chronic combined systolic and diastolic CHF,I5042,0.9768506,1,1
E039,"hypothyroidism, left leg",M89462,0.9225301,0,0
I10,"HTN, diabetes ",E1165,0.9347998,0,0
M545,chronic lower back pain radiating to the right hip,M25552,0.9528502,0,0
R109,right lower abdominal pain,R10813,0.9677953,0,0
I10,hypertension who was sent to the ED back,I152,0.9020338,0,0
R710,Hemoglobin drop,R823,0.9263099,0,1
D638,"Anemia, of chronic illness",D638,0.9606968,1,1
R079,Chest pain with radiation to right jaw,S2241XD,0.91265583,0,0
R400,"face feeling ""drowsy",W16711S,0.9008382,0,0
Z87440,"chronic UTI, R ankle",M86671,0.9245934,0,0
J449,"COPD, currently stable",J441,0.9026771,0,0
J189,"PNEUMONIA, TACHYPNEA ",J13,0.9304577,0,0
M170,osteoarthritis in bilateral knee,M170,0.98009014,1,1
K529,mild developing enteritis,P771,0.9177264,0,0
L02215,abscess in the perineal,L02215,0.96680856,1,1
U071,"COVID infection, everything stable",Z28310,0.8940796,0,0
F4541,"atypical chest pain, anxiety ",G501,0.9252232,0,0
I429,"Cardiomyopathy, ischemic.",I255,0.986452,0,0
E669,"obesity can be some problems, specifically with anesthesia",T8859XD,0.9190324,0,0
M5136,Mild to moderate multilevel degenerative disc disease,M50021,0.9335704,0,0
K56600,abdomen/pelvis demonstrated a partial small bowel obstruction,K5651,0.9374629,0,1
L0390,severe cellulitis of lower extremities,L03116,0.9650088,0,0
I509,congestive heart failure with the chronic kidney disease,I132,0.945833,0,0
S060X0A,"concussion, intracranial",S06897A,0.923131,0,1
I4891,A fib (on Warfarin,M87165,0.9038693,0,0
D649,Moderate postoperative blood loss,E440,0.90429306,0,0
R197,"diarrhea, sore throat ",K580,0.9014262,0,0
D649,"anemia, diarrhea ",D631,0.9299541,0,0
R5381,malaise for an unspecified,R5381,0.94498014,1,1
I639,CVA involving right arm,M79601,0.91423774,0,0
K529,pelvis suggests gastroenteritis,N733,0.9001152,0,0
J1289,"COVID pneumonia, currently on symptomatic",J1282,0.9075484,0,0
E109,Type 1 insulin dependent diabetes,E1065,0.95254326,0,0
J101,NASAL SWAB         Influenza A,J09X2,0.9050126,0,1
R0602,sob after blunt trauma,Y00XXXS,0.9037855,0,0
S383XXA,Avulsion fracture to ankle,S92032K,0.935529,0,0
R739,"hyperglycemia, insulin-dependent",E1065,0.9399539,0,0
I509,"congestive heart failure, chronic kidney disease who ",I132,0.9494172,0,0
M009,chronic right prostatic joint infection,N411,0.9315557,0,0
Z8673,cardioembolic stroke,I63131,0.9266468,0,0
N16,pyelonephritis sepsis,A0225,0.95208913,0,0
M79673,back adn foot pain,M5459,0.8990785,0,0
I4901,ventricular fibrillation 3 cardiac arrest,I4901,0.9520329,1,1
M4800,Internal spinal canal stenosis,M9953,0.9312682,0,0
I10,chronic hypertension,J310,0.940006,0,0
A4901,infection due to Staphylococcus aureus,P362,0.95826256,0,0
I350,Aortic and mitral stenosis,Q253,0.94756275,0,0
J302,thyroid medicine for seasonal allergies,J302,0.9069972,1,1
E860,"dehydration, alcohol intoxication ",E860,0.9597132,1,1
L0390,cellulitis who was sent from Wound,L03313,0.9210789,0,0
L0390,Cellulitis of forehead,L03211,0.9754899,0,0
R944,Elevated creatinine Hyperglycemia,R7982,0.92082644,0,0
E119,Screen (diabetic,Z131,0.9246938,0,0
M950,Acquired absence of right leg,Z89511,0.98391646,0,0
E119,DM with known cholelithiasis,K8061,0.90317816,0,0
F0390,dementia  hypertension,I110,0.9116197,0,0
K5792,diverticulitis with contained perforation,K5740,0.9394323,0,0
M869,Interval worsening of osteomyelitis,H05023,0.9027212,0,0
M869,osteomyelitis at the amputation site of the left third toe,T24702D,0.9396816,0,0
Z7901,warfarin secondary to hypercoagulable state,T457X5D,0.9268243,0,0
J441,"copd exacerbation, pleural effusion ",J441,0.93632245,1,1
C44301,skin cancer (nose,C44321,0.9604976,0,1
E1110,multiple hospital admissions for the DKA,E0800,0.8983144,0,0
I771,lower extremities sytomtic arterial insufficiency,I743,0.9267889,0,0
J45909,Asthma excaerbation with bronchiolitis,J471,0.92152697,0,0
K439,surgical repair for supraumbilical ventral hernia,T81321D,0.9011242,0,0
R609,minor edema,R600,0.9093117,0,0
E039,"hypothyroidism, anxiety ",E032,0.9192655,0,1
G729,diabetic myopathy,E1041,0.92429996,0,0
Z716,smoking  cessation counseling,Z716,0.9414264,1,1
Z992,esrd pt had hd,Z91158,0.8821436,0,0
N19,"renal failure, thyroid",O084,0.9260967,0,0
S7292XA,fracture of the left femur,M96662,0.9544264,0,0
R55,Syncope -Sepsis,R55,0.93325347,1,1
J069,tachycardia - some URI,R000,0.92125666,0,0
C50919,breast carcinoma,C50112,0.9423654,0,0
R0902,hypoxic with minimal exacerbation,J4531,0.9278103,0,0
K625,bloody (bright red,R718,0.899606,0,0
F329,"depression, rheumatoid arthritis ",M06011,0.9329455,0,0
Z8719,crohns of large bowel,K50113,0.96561253,0,0
L97509,second toe ulcer,T25231A,0.9282442,0,0
R079,LT side rib pain,S2232XS,0.91681546,0,0
I10,hypertensive nephropathy,I110,0.9395392,0,0
M25569,Right knee chronic pain,M25561,0.9743521,0,0
B952,Enterococcus faecalis as well as coagulase-negative Staphylococcus,A4159,0.9225458,0,1
L8990,trochanter pressure ulcer,L97118,0.9172153,0,0
I2699,Bilateral lower lung subsegmental pulmonary emboli,I2694,0.93608654,0,0
R21,severe skin rash,R21,0.9199389,1,1
Z8673,CVA of left thalamus,H47642,0.9174391,0,0
F4310,Post-traumatic stress disorder,F4312,0.97664386,0,1
R609,"edema, hypokalemia ",E876,0.9482757,0,0
K4090,SYMPTOMATIC LEFT INGUINAL HERNIA,M25552,0.92167294,0,0
I509,"CHF, flu ",R232,0.9093839,0,0
A4159,sepsis with gram-negative,A4159,0.9773877,1,1
A419,Sepsis due to viridans streptococci,A403,0.9575558,0,0
K8050,"choledocholithiasis, elevated liver",R7401,0.9262671,0,0
I10,"hypertension, pulmonary",I270,0.96176744,0,0
B9620,Acute urinary tract infection  Secondary to E. coli,A4151,0.94499433,0,0
K4090,left inguinal hernia postsurgical,S76022S,0.9123833,0,0
K8510,pancreatitis is secondary to a biliary,K8510,0.93800735,1,1
E871,"Hyponatremia, mild",E871,0.9415088,1,1
I69359,"CVA w/R hemiparesis, hemiplegia",I69859,0.926093,0,0
R29810,left-sided facial droop,M25142,0.90434134,0,0
E109,type I diabetes mellitus,E1065,0.96400434,0,0
R110,"nausea, change in vision",R110,0.9331211,1,1
L89151,coccygeal stage I pressure ulcer,L8994,0.93163115,0,1
C679,bladder neoplasm,D303,0.9715315,0,1
F1210,drug use- cannabinoids,F12188,0.91652817,0,0
J479,Bilateral lower lobe bronchiectasis,J470,0.94777936,0,1
I82402,deep vein thrombosis in the left leg,I82492,0.96315265,0,1
R270,severe ataxia,G112,0.9282263,0,0
C8190,Hodgkin's lymphoma #3 hyperglycemia,E1065,0.91594416,0,0
E11621,Diabetic foot ulcer with cellulitis,L03211,0.94346464,0,1
R3129,microscopic hematuria (RBC,R3129,0.9406787,1,1
E43,Severe proteim-calorie malnutrition,E440,0.9172561,0,1
L0390,Cellulitis in my Stomach,L03211,0.95393384,0,0
L989,Skin lesion on the scrotum,D0761,0.92930007,0,0
K5100,"pancolitis, likely infectious",K51014,0.9339869,0,1
I8290,stable known saggital thrombus,H348192,0.8840014,0,0
H548,Legally blind: secondary to diabetes,E0836,0.9186526,0,0
R609,"EDEMA, DYSPNEA ",J384,0.9338778,0,1
D638,Anemia in chronic illness,D631,0.964786,0,1
Z91013,SHRIMP,N451,0.8796611,0,0
R609,edema in the anterior,H02841,0.92459273,0,0
B1910,Hepatitis B,B0081,0.9370248,0,0
R188,renal failure as well as ascites,K7031,0.92626923,0,1
N400,Moderate prostate enlargement,K0822,0.90698296,0,0
R197,anterior regiment while having diarrhea,K580,0.88963294,0,0
L905,scar,L905,0.9293246,1,1
K469,hernial,N8342,0.91311187,0,0
L03119,Cellulitis B buttocks and R thigh,L03317,0.9578226,0,0
E119,Diabetes mellitus type 2,E1165,0.9727574,0,0
L03115,bilateral lower extremities cellulitis,L03115,0.96000713,1,1
I2699,pulmonary arterial branches for pulmonary emboli,I281,0.90966904,0,0
D509,"Anemia noted, likely iron deficiency",D508,0.96131194,0,1
E785,"HLD, myasthenia graves ",G733,0.91348493,0,0
B964,Proteus mirabilis complicated,B964,0.9148255,1,1
G5601,"Carpal tunnel syndrome, right wrist",G5601,0.97952163,1,1
I454,lead showed bundle branch block,I4519,0.9221939,0,0
R21,rash including involvement of the upper arm,M65821,0.9241276,0,0
N132,kidney stone with hydronephrosis,N132,0.96089995,1,1
K529,acute gastroenteritis hemorrhagic,K250,0.94080794,0,0
R0789,"chest discomfort as ""pressure"" to the left chest",R071,0.93687975,0,1
R739,hyperglycemia in Diabetes,E1165,0.9695903,0,0
I161,Hypertensive emergency with chronic kidney disease,I130,0.9387371,0,0
I10,Hypertension:  currently well controlled,I110,0.91030073,0,0
L0390,Cellulitis of the lower abdominal,L03311,0.97596586,0,0
Z3A36,P0 at 36 weeks,Z3A36,0.94169563,1,1
G062,epidural abscess of lumbar spine,G061,0.9332022,0,0
I739,"peripheral vascular disease, abdominal",I7389,0.9219088,0,1
N186,ESRD on MWF HD,D631,0.8905077,0,1
U071,covid of flu,U071,0.91791385,1,1
L8990,infected decubitus ulcer,N431,0.90313363,0,0
I459,Conduction block,I442,0.91193557,0,0
S383XXA,Avulsion Fracture to 5th digit,S92352K,0.94229984,0,0
K529,colitis involving the distal transverse colon and descending colon,K50818,0.9305362,0,0
E119,low carb diabetic,E11641,0.9010242,0,0
M869,Left foot fourth and fifth toe osteomyelitis,S92352D,0.9468204,0,0
R42,dizziness for the last 4 days with headache,R42,0.91276836,1,1
R300,dysuria along with hematuria,R300,0.9626249,1,1
K56609,Small bowel obstruction the level of the mid abdomen,K50012,0.9311839,0,0
Z87440,UTI from ESBL producing gram-negative,Z1612,0.9199702,0,0
H532,"diplopia, dysarthria.",H532,0.9543904,1,1
M25551,pain mostly in right hip,M25551,0.9928915,1,1
I2699,Pulmonary embolism (left lower lobe,I82812,0.9426974,0,0
Z3A01,P0 at 6wk,R29706,0.88569254,0,0
G43909,"Migraine headache, diabetes mellitus ] ",E1049,0.9158292,0,0
Z8614,chronic MRSA infection,G031,0.93721557,0,0
I4892,atrial flutter was converted to sinus,I483,0.90714264,0,1
Z8739,osteomyelitis R ankle,M868X7,0.9426795,0,0
Z8673,Cerebrovascular accident involving the left side of the brain,I69852,0.95095074,0,0
I639,"stroke, although alcohol maybe contributory.",G312,0.90809965,0,0
Z8719,ulcerative colitis ended up having some constipation,K51812,0.927278,0,0
Z992,ESRD - he is MWF HD,Z91151,0.87537813,0,0
A419,"Sepsis, likely from either urinary tract infection",A4151,0.93633634,0,0
K8020,gallstone impacted at the neck,K8001,0.9071229,0,0
N390,"UTI, urinary retention ",R338,0.9347781,0,0
N08,nephritis,B2683,0.9279956,0,0
R109,Headache +Abdominal pain,G43D1,0.92819303,0,0
B9561,tissue culture grew methicillin-susceptible Staphylococcus aureus,A4901,0.9245331,0,1
I252,Non-ST elevation myocardial infarction,I214,0.9707416,0,0
J329,"Sinus infection, sinusitis ",J0190,0.9320996,0,1
I639,"stroke with residual weakness, diabetes, hypertension",Z8673,0.92173415,0,0
N390 ,Urinary tract infection caused by Escherichia coli,A4151,0.9470533,0,0
I10,"HTN meds, BP stable",R030,0.89353675,0,0
R112,N/V. CT head,C8491,0.90422046,0,0
I517,moderate left ventricular hypertrophy,M89322,0.91787416,0,0
A419,sepsis with leukocytosis,R6521,0.93429536,0,0
N189,Acute on chronic renal failure with acute on chr,I50813,0.92090744,0,0
N23,right-sided renal colic,K51511,0.9311516,0,1
J156,bacterial gram-negative pneumonia,J1569,0.96860826,0,0
M1711,OA to the R knee,M1711,0.93060493,1,1
A419,fever sepsis,R6521,0.92647445,0,0
J189,chest show multifocal pneumonia,M86351,0.90667236,0,0
J189,PNA + colitis,K50819,0.8984376,0,0
I82409,deep vein thrombosis of either lower extremity,I82492,0.96054065,0,0
E8770,volume  overload,E8779,0.91979766,0,1
M958,osteochondral defect on the lateral condyle,S82122D,0.93049616,0,0
M879,Right hip avascular necrosis,M87021,0.9406632,0,0
Z9849,Surgical History: Cataract surgery,H59093,0.9228925,0,0
R809,Proteinuria - has signficant proteinuria,N060,0.92006874,0,0
I872,venous stasis of lower extremities,I83813,0.9379825,0,0
M542,pain in her neck and right shoulder,M25511,0.9729161,0,0
N751,Left Bartholin's Gland Abscess,N751,0.98157185,1,1
S72012A,Left Hip X-ray confirms subcapital fracture,S02622A,0.94189143,0,0
I509,"congestive heart failure, hypertension who was brought ",I110,0.934023,0,0
T7840XA,Mild local allergic reaction,L500,0.91433674,0,0
R109,Pain lower abdomen,R1030,0.9500585,0,0
K810,acute cholecystitis and 2mm stone in cystic duct,K8067,0.9555707,0,0
J9690,COPD respiratory failure,J9611,0.9315353,0,0
R197,intractable diarrhea,G44021,0.9081305,0,0
M79646,pain to thumb,M79675,0.92484224,0,0
K4090,Moderate fat-containing right inguinal hernia,R1903,0.91624427,0,0
S060X0A,concussion on the head,S060X0S,0.93112797,0,0
N644,pain to R breast,M25511,0.9190723,0,0
R1030,"lower abdominal pain, constipation.",R1030,0.9380586,1,1
R21,rash in the buttock,L0231,0.9265723,0,0
C787,lung ca,J670,0.9124594,0,0
I749,embolus in the anterior segment,I742,0.91935205,0,0
A4150,Severe sepsis likely secondary to gram-negative organism,A4151,0.95183796,0,0
M4854XA,"Acute Compression fracture, T10",S22070S,0.94531494,0,0
I69351,cerebrovascular accident with right hemiplegia,I69851,0.95892,0,1
K2970,"gastritis, esophageal",K2101,0.9384396,0,0
N179,Acute on chronic kidney disease stage IV,N184,0.95725226,0,0
E785,"dyslipidemia, gout.",M1039,0.9137022,0,0
I10,"hypertension, depression.",I110,0.9321638,0,0
M869,Osteomyelitis right femur,M86151,0.9643714,0,0
R1110,"vomiting, likely secondary to the alcohol intoxication",T478X3S,0.916114,0,0
R21,rash of the bilateral trunk,H35063,0.9196956,0,0
K760,fatty liver + liver,K700,0.94648373,0,1
K8020,Abdominal US demonsrating cholelithiasis,R10812,0.9103571,0,0
R062,"wheeze, congestion ",R062,0.9432042,1,1
I2699,right pulmonary embolism,I82451,0.93962455,0,0
M869,osteomyelitis cuboid,M868X3,0.93251455,0,0
K5641,pelvis show fecal impaction,K5641,0.9349444,1,1
M2202,patellar dislocation,M2202,0.9378351,1,1
Z86718,Acute left lower extremity deep vein thrombosis,I82492,0.9776865,0,0
R6510,systemic inflammatory response syndrome for pancreatitis,R6511,0.93715465,0,1
E785,LLE #HLD,D72111,0.90102386,0,0
M009,total knee infection,M01X61,0.919428,0,0
I82412,DVT involving the left femoral vein and popliteal vein,I82432,0.95259887,0,0
R310,Gross  Hematuria,R310,0.9999999,1,1
L03311,recurrent cellulitis of abdominal wall,L03311,0.9619059,1,1
E871,hyponatremia that is asymptomatic,R3121,0.92841065,0,1
R4582,worries #4 counseling,R4582,0.919986,1,1
D509,"anemia, iron deficiency ",D508,0.9716408,0,1
N10,Acute Pyelonephritis with obstructing,N10,0.9573826,1,1
R0602,short of breath that he was brought back,R0602,0.93154186,1,1
E2740,hypoadrenalism,E861,0.9257696,0,0
M47817,Lumbosacral spondylosis,M457,0.9623958,0,0
J181,Pneumonia lower lobe,J851,0.91194165,0,0
F0390,Dementia with delirium,F02C2,0.93038285,0,0
R21,rash of her tailbone,T23011S,0.89291,0,0
N170,Acute kidney injury  - from ATN,N170,0.9211638,1,1
N186,End-stage renal disease -  The patient is on dialysis,N186,0.9603957,1,1
K760,Fatty liver with hepatomegaly,K700,0.9467188,0,1
E871,"hyponatremia, hypokalemia ",E871,0.9674754,1,1
I4891,"A-fib, dialysis MWF at Farmers Branch ",M65272,0.872234,0,0
R579,shock,R578,0.9356487,0,0
R112,Intractable nausea and vomiting with severe,G43A1,0.93469083,0,1
L89209,lateral hip decubitus ulcer,S53145S,0.91599125,0,0
M792,neuropathic pain to bilateral legs,G5703,0.94371283,0,0
R0789,Musculoskeletal skeletal chest pain,R071,0.92429185,0,1
Z1611,abdominal wall deep tissue culture was growing Staphylococcus,L02211,0.90921164,0,0
I639,CVA involving the left middle cerebral artery,I6602,0.92806154,0,0
D696,low platelets chronic,N411,0.90423405,0,0
I10,"HTN EMERGENCY, RENAL FAILURE ",I132,0.92127293,0,0
R030,elevated blood pressure discovered today at a routine dental,R030,0.92256486,1,1
R0781,chest pleuritic chest pain,R091,0.9421063,0,1
A419,Sepsis bacteremia,R7881,0.9731844,0,0
R61,slight diaphoresis,B700,0.8853885,0,0
Z992,hypertension dialysis patient,I110,0.9222118,0,0
M7989,leg swelling at rest that is of mild to moderate,I70223,0.92004013,0,0
R221,right neck base mass,D241,0.91351914,0,0
D62,anemia of acute blood loss,D500,0.9571144,0,1
M869,osteomyelitis of the third metatarsal bone,S92332D,0.9419904,0,0
N8500,Adenomatous hyperplasia of the adrenal,D3501,0.9360273,0,0
I447,Left bundle branch block,I447,0.9564178,1,1
I959,"hypotension, cardiac",I953,0.93536127,0,0
L089,foot infection is only limited to the distal phalanx,S92535D,0.9244806,0,0
N6489,Left breast hematoma,N6022,0.92310435,0,0
L03116,Lt leg cellulitis,L03116,0.947761,1,1
I309,Acute pericardial effusion,I010,0.95699173,0,1
I889,Otitis media plus lymphadenitis,H673,0.9265546,0,0
L0390,Cellulitis of elbow,L03211,0.96190745,0,0
H02409,eye ptosis,H02401,0.94106734,0,0
I5030,Grade I diastolic congestive heart failure,I5032,0.94345903,0,1
I2699,Acute segmental pulmonary embolism,J810,0.9245399,0,0
I609,Stable small amount of subarachnoid hemorrhage,S066X5A,0.9236517,0,0
E785,Hyperlipidemia: Target LDL,E7849,0.9030266,0,1
M79659,acute left upper thigh pain,M79652,0.9590109,0,0
G8929,Chronic abdominal pain nausea,G894,0.93573165,0,1
R410,Acute agitated delirium,F10221,0.90300775,0,0
K5900,bowel regimen for constipation,K581,0.91980195,0,0
M6282,Nontraumatic rhabdomyolysis,M6228,0.9288284,0,0
R509,"Fever as well as white blood count, renal",A985,0.93285894,0,0
R079,Left sided cp that radiates to L arm,M79602,0.91889566,0,0
M79645,left hand thumb pain,M79642,0.97003233,0,1
D649,acute anemia: resovled -likely secondary to IV chemo,D6481,0.9259123,0,0
I4460,fascicular block,I4469,0.96436936,0,0
K8590,"pancreatitis, clinically looks stable",K861,0.90000015,0,0
L0390,Cellulitis of left foot and great toe,L03032,0.9862319,0,0
E785,"hyperlipidemia, cardiac",E7849,0.92077506,0,1
N200,"renal stone, renal",N132,0.9247899,0,1
M6282,rhabdomyolysis as well with muscle weakness,M6282,0.9563434,1,1
E279,Chronic appearing left adrenal mass,D3502,0.94600827,0,0
D496,brain tumor,C717,0.94076926,0,0
S383XXA,laceration to the posterior,S86122D,0.9484507,0,0
M869,osteomyelitis of the second toe,M86061,0.9380969,0,0
L03119,cellulitis in the left ankle,L03112,0.9729884,0,0
J189,"pneumonia, mild",J4531,0.9225634,0,0
K7460,cirrhosis complicated,K7469,0.9184832,0,0
B349,viral illness mild,F320,0.9232459,0,0
Z8701,pneumonia in the late,J17,0.9180108,0,0
G459,low concern for TIA,Z8673,0.89548755,0,0
C800,omental carcinomatosis,C762,0.9136418,0,0
E611,iron deficiency she was given a infusion,E611,0.93894464,1,1
J1289,therapy today for his COVID-19 pneumonia,Z28311,0.9262123,0,0
J441,Severe chronic obstructive pulmonary disease exacerbation with chronic,J441,0.9810483,1,1
M2652,limited range of motion in bilateral lower extremities,M2652,0.93789643,1,1
R509,Fever due to pneumonia,J155,0.9619502,0,0
I8390,right leg bleeding from a burst varicose vein,I83018,0.94169164,0,0
K760,Fatty infiltration of liver,K760,0.93550074,1,1
L0390,cellulitis forearm,L03211,0.96894634,0,0
L03116,Recurrent cellulitis of left leg,L03115,0.9468848,0,1
R030,hyperglycemia Elevated blood pressure,E1065,0.9247702,0,1
U071,Stable moderate Covid 19 infection,U071,0.92191863,1,1
O209,intermittent vaginal bleeding,N931,0.9143258,0,0
M869,wound care for hyper baric O2 for osteomyelitis,M86042,0.91213167,0,0
S37039A,Kidney laceration,S37042D,0.9458191,0,0
J45901,acute asthma exacerbation failed outpatient treatment will continue with IV steroids,J4551,0.9163974,0,1
